System Fixation time;Fixation Event;X Fixation Data; Y Fixation Data 
1587052522197;Fixation data;7588;1071
1587052522208;Fixation data;7594;1082
1587052522220;Fixation data;7605;1087
1587052522231;Fixation data;7609;1085
1587052522241;Fixation data;7607;1085
1587052522253;Fixation data;7603;1086
1587052522286;Fixation begin;7627;1073
1587052522297;Fixation data;7629;1076
1587052522308;Fixation data;7631;1083
1587052522319;Fixation data;7632;1096
1587052522331;Fixation data;7636;1100
1587052522331;Fixation data;7639;1097
1587052522342;Fixation data;7646;1095
1587052522353;Fixation data;7657;1094
1587052522364;Fixation data;7663;1101
1587052522375;Fixation data;7664;1109
1587052522388;Fixation data;7662;1108
1587052522397;Fixation data;7657;1113
1587052522408;Fixation data;7656;1120
1587052522419;Fixation data;7660;1119
1587052522431;Fixation data;7667;1108
1587052522442;Fixation data;7675;1101
1587052522453;Fixation begin;7685;1117
1587052522464;Fixation data;7687;1123
1587052522475;Fixation data;7689;1126
1587052522489;Fixation data;7687;1117
1587052522497;Fixation data;7680;1107
1587052522508;Fixation data;7676;1096
1587052522519;Fixation data;7677;1086
1587052522530;Fixation data;7677;1086
1587052522541;Fixation data;7675;1099
1587052522553;Fixation data;7677;1116
1587052522564;Fixation data;7683;1121
1587052522575;Fixation begin;7680;1124
1587052522586;Fixation data;7678;1125
1587052522597;Fixation data;7676;1125
1587052522608;Fixation data;7680;1119
1587052522608;Fixation data;7683;1114
1587052522619;Fixation data;7685;1106
1587052522631;Fixation begin;7689;1087
1587052522641;Fixation data;7686;1089
1587052522652;Fixation data;7685;1094
1587052522664;Fixation begin;7680;1109
1587052522674;Fixation data;7683;1113
1587052522686;Fixation data;7686;1120
1587052522697;Fixation data;7690;1127
1587052522708;Fixation begin;7686;1121
1587052522719;Fixation data;7686;1118
1587052522730;Fixation data;7680;1114
1587052522741;Fixation data;7675;1117
1587052522774;Fixation begin;7680;1121
1587052522785;Fixation data;7685;1121
1587052522797;Fixation data;7688;1122
1587052522808;Fixation end;;
1587052522919;Fixation begin;7699;1472
1587052522930;Fixation data;7693;1441
1587052522952;Fixation begin;7678;1191
1587052522964;Fixation data;7671;1184
1587052522974;Fixation data;7668;1173
1587052522987;Fixation data;7669;1168
1587052522998;Fixation begin;7683;1177
1587052523008;Fixation data;7682;1182
1587052523019;Fixation begin;7687;1190
1587052523031;Fixation data;7687;1187
1587052523041;Fixation data;7685;1179
1587052523053;Fixation data;7681;1174
1587052523064;Fixation data;7679;1171
1587052523075;Fixation data;7687;1164
1587052523086;Fixation data;7696;1154
1587052523097;Fixation data;7702;1160
1587052523108;Fixation data;7700;1176
1587052523119;Fixation data;7694;1188
1587052523130;Fixation data;7683;1189
1587052523141;Fixation data;7673;1192
1587052523152;Fixation data;7665;1199
1587052523164;Fixation data;7661;1196
1587052523174;Fixation data;7664;1192
1587052523186;Fixation data;7667;1185
1587052523197;Fixation begin;7675;1171
1587052523207;Fixation data;7672;1162
1587052523219;Fixation data;7672;1155
1587052523230;Fixation begin;7667;1163
1587052523241;Fixation data;7667;1170
1587052523252;Fixation data;7668;1182
1587052523263;Fixation data;7668;1185
1587052523274;Fixation data;7671;1182
1587052523285;Fixation data;7673;1175
1587052523297;Fixation data;7676;1178
1587052523308;Fixation begin;7684;1197
1587052523319;Fixation data;7687;1202
1587052523330;Fixation data;7693;1199
1587052523341;Fixation data;7694;1185
1587052523352;Fixation data;7695;1175
1587052523363;Fixation data;7699;1171
1587052523375;Fixation data;7706;1176
1587052523385;Fixation data;7708;1185
1587052523397;Fixation data;7703;1191
1587052523408;Fixation data;7697;1190
1587052523419;Fixation data;7693;1182
1587052523430;Fixation data;7691;1171
1587052523441;Fixation data;7689;1167
1587052523452;Fixation data;7688;1167
1587052523464;Fixation data;7690;1173
1587052523476;Fixation data;7692;1171
1587052523497;Fixation begin;7689;1166
1587052523508;Fixation data;7694;1172
1587052523519;Fixation data;7701;1180
1587052523531;Fixation data;7704;1182
1587052523541;Fixation data;7702;1175
1587052523552;Fixation data;7702;1166
1587052523563;Fixation data;7702;1164
1587052523574;Fixation data;7704;1163
1587052523585;Fixation data;7707;1164
1587052523597;Fixation data;7711;1165
1587052523608;Fixation data;7714;1171
1587052523630;Fixation begin;7716;1182
1587052523641;Fixation data;7718;1184
1587052523652;Fixation data;7723;1189
1587052523664;Fixation begin;7721;1217
1587052523674;Fixation data;7720;1221
1587052523685;Fixation data;7716;1222
1587052523719;Fixation begin;7719;1207
1587052523730;Fixation data;7722;1205
1587052523741;Fixation data;7728;1193
1587052523752;Fixation data;7732;1177
1587052523763;Fixation data;7733;1170
1587052523774;Fixation data;7733;1176
1587052523774;Fixation data;7733;1181
1587052523785;Fixation data;7725;1190
1587052523830;Fixation begin;7735;1186
1587052523841;Fixation data;7732;1181
1587052523852;Fixation data;7730;1176
1587052523874;Fixation begin;7741;1190
1587052523885;Fixation data;7736;1193
1587052523897;Fixation data;7727;1200
1587052523907;Fixation data;7718;1204
1587052523919;Fixation data;7715;1208
1587052523930;Fixation data;7714;1209
1587052523941;Fixation data;7719;1210
1587052523952;Fixation data;7734;1214
1587052523964;Fixation begin;7759;1211
1587052523976;Fixation data;7755;1210
1587052523986;Fixation data;7745;1210
1587052523997;Fixation begin;7726;1226
1587052524008;Fixation data;7726;1228
1587052524019;Fixation data;7727;1228
1587052524029;Fixation data;7726;1225
1587052524040;Fixation data;7726;1227
1587052524052;Fixation data;7724;1230
1587052524063;Fixation data;7727;1228
1587052524074;Fixation data;7732;1222
1587052524107;Fixation begin;7735;1217
1587052524119;Fixation data;7736;1220
1587052524130;Fixation begin;7722;1245
1587052524141;Fixation data;7723;1252
1587052524152;Fixation data;7723;1257
1587052524163;Fixation data;7727;1251
1587052524174;Fixation data;7731;1239
1587052524185;Fixation data;7735;1232
1587052524197;Fixation data;7739;1224
1587052524208;Fixation data;7742;1223
1587052524218;Fixation data;7746;1229
1587052524230;Fixation data;7758;1238
1587052524252;Fixation begin;7912;1247
1587052524264;Fixation data;7919;1248
1587052524274;Fixation begin;7926;1253
1587052524284;Fixation data;7926;1255
1587052524297;Fixation begin;7929;1249
1587052524307;Fixation end;;
1587052524317;Fixation begin;8003;1300
1587052524329;Fixation data;8002;1318
1587052524339;Fixation data;7988;1314
1587052524351;Fixation data;7974;1304
1587052524362;Fixation begin;7970;1297
1587052524373;Fixation data;7966;1294
1587052524385;Fixation begin;7955;1266
1587052524395;Fixation data;7950;1266
1587052524406;Fixation data;7943;1271
1587052524418;Fixation begin;7929;1276
1587052524429;Fixation data;7925;1277
1587052524440;Fixation data;7924;1280
1587052524440;Fixation data;7924;1281
1587052524451;Fixation data;7929;1289
1587052524463;Fixation data;7942;1296
1587052524474;Fixation data;7949;1298
1587052524485;Fixation data;7949;1296
1587052524496;Fixation data;7946;1287
1587052524506;Fixation data;7951;1280
1587052524518;Fixation data;7958;1277
1587052524518;Fixation end;;
1587052524529;Fixation begin;7968;1283
1587052524540;Fixation data;7967;1282
1587052524551;Fixation begin;7963;1281
1587052524562;Fixation data;7957;1283
1587052524574;Fixation begin;7947;1289
1587052524585;Fixation data;7947;1288
1587052524596;Fixation data;7950;1283
1587052524607;Fixation data;7956;1280
1587052524619;Fixation data;7962;1282
1587052524629;Fixation data;7966;1290
1587052524640;Fixation data;7964;1299
1587052524651;Fixation data;7960;1303
1587052524663;Fixation data;7959;1297
1587052524674;Fixation end;;
1587052524685;Fixation begin;7733;1273
1587052524696;Fixation data;7689;1268
1587052524707;Fixation begin;7646;1240
1587052524717;Fixation data;7648;1231
1587052524729;Fixation begin;7654;1209
1587052524739;Fixation data;7650;1206
1587052524751;Fixation data;7647;1205
1587052524762;Fixation data;7643;1205
1587052524773;Fixation data;7637;1210
1587052524784;Fixation data;7633;1222
1587052524796;Fixation data;7634;1233
1587052524807;Fixation data;7636;1233
1587052524818;Fixation data;7640;1223
1587052524830;Fixation data;7638;1219
1587052524840;Fixation data;7636;1232
1587052524851;Fixation begin;7641;1265
1587052524862;Fixation data;7649;1257
1587052524873;Fixation data;7658;1245
1587052524884;Fixation data;7666;1236
1587052524896;Fixation data;7668;1248
1587052524906;Fixation data;7670;1266
1587052524917;Fixation data;7667;1274
1587052524929;Fixation data;7662;1266
1587052524939;Fixation data;7654;1255
1587052524951;Fixation data;7648;1252
1587052524963;Fixation data;7645;1258
1587052524973;Fixation data;7642;1261
1587052524984;Fixation data;7639;1257
1587052524996;Fixation data;7639;1252
1587052525007;Fixation data;7642;1260
1587052525018;Fixation data;7647;1275
1587052525029;Fixation data;7651;1284
1587052525039;Fixation data;7651;1287
1587052525051;Fixation data;7647;1287
1587052525062;Fixation data;7644;1289
1587052525062;Fixation data;7642;1291
1587052525073;Fixation data;7643;1288
1587052525084;Fixation data;7642;1283
1587052525096;Fixation data;7640;1285
1587052525106;Fixation data;7638;1292
1587052525107;Fixation end;;
1587052525117;Fixation begin;7636;1295
1587052525129;Fixation data;7635;1290
1587052525139;Fixation data;7628;1282
1587052525151;Fixation data;7623;1281
1587052525162;Fixation data;7622;1279
1587052525172;Fixation data;7614;1289
1587052525183;Fixation data;7600;1309
1587052525195;Fixation end;;
1587052525250;Fixation begin;5415;1134
1587052525261;Fixation end;;
1587052525284;Fixation begin;5005;1121
1587052525295;Fixation end;;
1587052525316;Fixation begin;5086;1229
1587052525327;Fixation end;;
1587052525988;Fixation begin;8156;1467
1587052525999;Fixation data;8132;1476
1587052526010;Fixation data;8112;1490
1587052526021;Fixation data;8104;1502
1587052526031;Fixation data;8109;1504
1587052526042;Fixation data;8115;1500
1587052526053;Fixation data;8114;1494
1587052526076;Fixation begin;8108;1519
1587052526087;Fixation data;8116;1528
1587052526099;Fixation data;8129;1547
1587052526112;Fixation data;8135;1563
1587052526121;Fixation data;8132;1568
1587052526132;Fixation begin;8138;1527
1587052526144;Fixation data;8136;1507
1587052526156;Fixation end;;
1587052526167;Fixation begin;8099;1567
1587052526178;Fixation data;8114;1551
1587052526189;Fixation data;8129;1538
1587052526200;Fixation begin;8154;1521
1587052526211;Fixation data;8155;1520
1587052526223;Fixation data;8154;1520
1587052526234;Fixation data;8141;1526
1587052526245;Fixation data;8133;1529
1587052526256;Fixation data;8138;1537
1587052526267;Fixation data;8164;1544
1587052526301;Fixation begin;8749;1588
1587052526311;Fixation data;8754;1585
1587052526312;Fixation end;;
1587052526322;Fixation begin;8761;1551
1587052526334;Fixation data;8759;1544
1587052526344;Fixation begin;8766;1523
1587052526355;Fixation data;8767;1528
1587052526367;Fixation data;8774;1531
1587052526378;Fixation data;8778;1530
1587052526389;Fixation data;8781;1531
1587052526400;Fixation data;8790;1529
1587052526410;Fixation data;8795;1529
1587052526422;Fixation data;8796;1526
1587052526433;Fixation data;8794;1524
1587052526445;Fixation data;8803;1524
1587052526455;Fixation data;8813;1528
1587052526466;Fixation data;8815;1534
1587052526477;Fixation data;8807;1541
1587052526489;Fixation data;8796;1549
1587052526500;Fixation data;8785;1565
1587052526511;Fixation data;8778;1577
1587052526522;Fixation data;8778;1581
1587052526544;Fixation begin;8781;1545
1587052526555;Fixation data;8777;1538
1587052526567;Fixation data;8778;1530
1587052526577;Fixation data;8789;1534
1587052526588;Fixation data;8792;1537
1587052526600;Fixation data;8785;1538
1587052526610;Fixation data;8776;1534
1587052526622;Fixation data;8780;1536
1587052526633;Fixation data;8790;1540
1587052526643;Fixation begin;8791;1545
1587052526655;Fixation data;8779;1539
1587052526666;Fixation data;8764;1533
1587052526677;Fixation begin;8752;1538
1587052526689;Fixation data;8757;1550
1587052526700;Fixation begin;8762;1573
1587052526711;Fixation data;8750;1569
1587052526721;Fixation data;8751;1555
1587052526732;Fixation data;8767;1542
1587052526743;Fixation data;8781;1542
1587052526755;Fixation data;8787;1555
1587052526766;Fixation data;8787;1569
1587052526777;Fixation data;8785;1574
1587052526788;Fixation data;8783;1563
1587052526799;Fixation data;8774;1536
1587052526810;Fixation end;;
1587052526844;Fixation begin;8146;517
1587052526855;Fixation data;8139;498
1587052526867;Fixation begin;8129;460
1587052526878;Fixation data;8132;463
1587052526889;Fixation begin;8139;473
1587052526900;Fixation data;8146;474
1587052526911;Fixation data;8157;476
1587052526921;Fixation data;8165;475
1587052526933;Fixation data;8167;470
1587052526943;Fixation begin;8164;467
1587052526955;Fixation data;8163;468
1587052526967;Fixation data;8158;469
1587052526977;Fixation begin;8155;465
1587052526989;Fixation data;8157;463
1587052527000;Fixation data;8165;457
1587052527011;Fixation begin;8200;395
1587052527022;Fixation data;8207;373
1587052527033;Fixation data;8221;345
1587052527044;Fixation data;8232;333
1587052527056;Fixation data;8241;329
1587052527066;Fixation data;8245;327
1587052527077;Fixation begin;8254;316
1587052527088;Fixation data;8253;315
1587052527100;Fixation data;8253;314
1587052527110;Fixation data;8253;323
1587052527122;Fixation begin;8252;344
1587052527133;Fixation data;8252;348
1587052527144;Fixation data;8251;356
1587052527156;Fixation data;8250;363
1587052527167;Fixation data;8250;366
1587052527178;Fixation data;8248;363
1587052527189;Fixation data;8245;359
1587052527199;Fixation data;8247;356
1587052527209;Fixation end;;
1587052527231;Fixation begin;8502;405
1587052527241;Fixation data;8502;417
1587052527252;Fixation end;;
1587052527264;Fixation begin;8484;481
1587052527287;Fixation begin;8602;229
1587052527298;Fixation end;;
1587052527308;Fixation begin;8642;195
1587052527319;Fixation data;8642;195
1587052527329;Fixation end;;
1587052527735;Fixation begin;8922;1461
1587052527746;Fixation begin;8930;1447
1587052527757;Fixation data;8938;1425
1587052527769;Fixation data;8955;1394
1587052527780;Fixation data;8970;1372
1587052527791;Fixation begin;8980;1351
1587052527802;Fixation data;8980;1354
1587052527813;Fixation begin;9001;1366
1587052527824;Fixation data;9009;1365
